stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain
306,147,UAE Tour,2022-02-20,2022-02-26,Stage 7,7,Stage,2.UWT,ae,https://www.procyclingstats.com/race/uae-tour/2022,https://www.procyclingstats.com/race/uae-tour/2022/stage-7,ME - Men Elite,2.WT.Stage,31,133,5,"Mountains, uphill finish",Al Ain,Jebel Hafeet,12:50  (09:50 CET),44.311,148000.0,1364.0,,,,,,,,,,,,,,
307,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-21,Stage 1,1,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-1,ME - Men Elite,2.WT.Stage,22,58,3,"Hills, uphill finish",Sant Feliu de Guixols,Sant Feliu de Guixols,12:55,45.215,171200.0,1688.0,,,,,,,,,,,,,,
308,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-22,Stage 2,2,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-2,ME - Men Elite,2.WT.Stage,22,57,2,"Hills, flat finish",L'Escala,Perpignan,12:10,42.69,202400.0,2166.0,,,,,,,,,,,,,,
309,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-23,Stage 3,3,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-3,ME - Men Elite,2.WT.Stage,22,175,5,"Mountains, uphill finish",Perpignan,La Molina,12:50,38.228,161100.0,3394.0,,,,,,,,,,,,,,
310,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-24,Stage 4,4,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-4,ME - Men Elite,2.WT.Stage,22,221,5,"Mountains, uphill finish",La Seu d'Urgell,Boi Taull,12:45,38.403,166700.0,3538.0,,,,,,,,,,,,,,
311,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-25,Stage 5,5,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-5,ME - Men Elite,2.WT.Stage,22,57,2,"Hills, flat finish",La Pobla de Segur,Vilanova i la Geltru,12:20,38.527,206300.0,2478.0,,,,,,,,,,,,,,
312,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-26,Stage 6,6,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-6,ME - Men Elite,2.WT.Stage,22,90,2,"Hills, flat finish",Salou,Cambrils,13:00,40.575,168600.0,2706.0,,,,,,,,,,,,,,
313,148,Volta Ciclista a Catalunya,2022-03-21,2022-03-27,Stage 7,7,Stage,2.UWT,es,https://www.procyclingstats.com/race/volta-a-catalunya/2022,https://www.procyclingstats.com/race/volta-a-catalunya/2022/stage-7,ME - Men Elite,2.WT.Stage,22,154,2,"Hills, flat finish",Barcelona,Barcelona,10:55,41.968,138600.0,2121.0,,,,,,,,,,,,,,
314,149,African Continental Championships ME - ITT,2022-03-24,2022-03-24,Time trial,,Time trial,CC,eg,https://www.procyclingstats.com/race/african-continental-championships-itt/2022,https://www.procyclingstats.com/race/african-continental-championships-itt/2022,ME - Men Elite,F-CC.TT	,323,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,46.696,44400.0,,,,,,,,,,,,,,,
315,150,African Continental Championships ME - Road Race,2022-03-27,2022-03-27,One day race,,One day race,CC,eg,https://www.procyclingstats.com/race/african-championships/2022,https://www.procyclingstats.com/race/african-championships/2022,ME - Men Elite,E-CC,278,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,40.724,150600.0,,,,,,,,,,,,,,,
316,151,African Continental Championships ME - TTT,2022-03-23,2022-03-23,Time trial,,Time trial,CC,eg,https://www.procyclingstats.com/race/african-cycling-championships-ttt/2022,https://www.procyclingstats.com/race/african-cycling-championships-ttt/2022,ME - Men Elite,,297,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,49.0,42600.0,,,,,,,,,,,,,,,
317,152,Asian Cycling Championships - ITT,2022-03-27,2022-03-27,Time trial,,Time trial,CC,th,https://www.procyclingstats.com/race/asian-cycling-championships-itt/2022,https://www.procyclingstats.com/race/asian-cycling-championships-itt/2022,ME - Men Elite,F-CC.TT	,318,,0,,Dushanbe,Dushanbe,12:00  (09:00 CET),50.087,24000.0,,,,,,,,,,,,,,,
318,153,Asian Cycling Championships - Road Race,2022-03-29,2022-03-29,One day race,,One day race,CC,id,https://www.procyclingstats.com/race/asian-championships/2022,https://www.procyclingstats.com/race/asian-championships/2022,ME - Men Elite,E-CC,289,,0,,Dushanbe,Dushanbe,,39.375,175000.0,,,,,,,,,,,,,,,
319,154,Asian Cycling Championships - TTT,2022-03-25,2022-03-25,Time trial,,Time trial,CC,bh,https://www.procyclingstats.com/race/asian-continental-championships-ttt/2022,https://www.procyclingstats.com/race/asian-continental-championships-ttt/2022,ME - Men Elite,,317,,0,,Dushanbe,Dushanbe,,53.7,24000.0,,,,,,,,,,,,,,,
320,155,Oceania Continental Championships - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-itt/2022,ME - Men Elite,F-CC.TT	,379,2,1,Flat,Rosewood,Rosewood,,52.36,35500.0,310.0,,,,,,,,,,,,,,
321,156,Oceania Continental Championships - Road Race,2022-04-10,2022-04-10,One day race,,One day race,CC,au,https://www.procyclingstats.com/race/oceania-championships/2022,https://www.procyclingstats.com/race/oceania-championships/2022,ME - Men Elite,E-CC,291,78,0,,Brisbane,Brisbane,05:58  (-02:0 CET),42.795,123500.0,1785.0,,,,,,,,,,,,,,
322,157,African Continental Championships WE - ITT,2022-03-24,2022-03-24,Time trial,,Time trial,CC,rw,https://www.procyclingstats.com/race/african-continental-championships-we-itt/2022,https://www.procyclingstats.com/race/african-continental-championships-we-itt/2022,WE - Women Elite,F-CC.TT	,145,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,39.955,29400.0,,,,,,,,,,,,,,,
323,158,African Continental Championships WE - Road Race,2022-03-27,2022-03-27,One day race,,One day race,CC,eg,https://www.procyclingstats.com/race/african-cc-we/2022,https://www.procyclingstats.com/race/african-cc-we/2022,WE - Women Elite,F-CC	,104,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,27.395,85800.0,,,,,,,,,,,,,,,
324,159,Asian Cycling Championships WE - ITT,2022-03-27,2022-03-27,Time trial,,Time trial,CC,jp,https://www.procyclingstats.com/race/asian-cycling-championships-we-itt/2022,https://www.procyclingstats.com/race/asian-cycling-championships-we-itt/2022,WE - Women Elite,F-CC.TT	,140,,0,,Dushanbe,Dushanbe,10:00  (07:00 CET),43.092,24000.0,,,,,,,,,,,,,,,
325,160,Asian Cycling Championships WE - Road Race,2022-03-29,2022-03-29,One day race,,One day race,CC,th,https://www.procyclingstats.com/race/asian-cycling-championships-we/2022,https://www.procyclingstats.com/race/asian-cycling-championships-we/2022,WE - Women Elite,F-CC	,106,,0,,Dushanbe,Dushanbe,,34.757,111000.0,,,,,,,,,,,,,,,
326,161,Asian Cycling Championships WE - TTT,2022-03-25,2022-03-25,Time trial,,Time trial,CC,uz,https://www.procyclingstats.com/race/asian-cycling-championships-we-ttt/2022,https://www.procyclingstats.com/race/asian-cycling-championships-we-ttt/2022,WE - Women Elite,,127,,0,,Dushanbe,Dushanbe,,44.65,24000.0,,,,,,,,,,,,,,,
327,162,Oceania Continental Championships WE - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-we-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-we-itt/2022,WE - Women Elite,F-CC.TT	,213,2,1,Flat,Rosewood,Rosewood,,45.503,24900.0,194.0,,,,,,,,,,,,,,
328,163,Oceania Cycling Championships WE - Road Race,2022-04-10,2022-04-10,One day race,,One day race,CC,au,https://www.procyclingstats.com/race/oceania-cont-championships-we/2022,https://www.procyclingstats.com/race/oceania-cont-championships-we/2022,WE - Women Elite,F-CC	,121,69,0,,Brisbane,Brisbane,06:05  (-01:5 CET),35.067,89100.0,1265.0,,,,,,,,,,,,,,
329,164,Asian Cycling Championships U23 - ITT,2022-03-26,2022-03-26,Time trial,,Time trial,CC,my,https://www.procyclingstats.com/race/asian-cycling-championships-itt-we2/2022,https://www.procyclingstats.com/race/asian-cycling-championships-itt-we2/2022,MU - Men U23,E-CC.TT,135,,0,,Dushanbe,Dushanbe,15:00  (11:00 CET),48.952,24000.0,,,,,,,,,,,,,,,
330,165,Oceania Continental Championships MU - Road Race,2022-04-10,2022-04-10,One day race,,One day race,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-mu-road-race/2022,https://www.procyclingstats.com/race/oceania-continental-championships-mu-road-race/2022,MU - Men U23,,137,,0,,Brisbane,Brisbane,,42.795,123500.0,,,,,,,,,,,,,,,
331,166,Oceania Continental Championships U23 - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-u23-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-u23-itt/2022,MU - Men U23,E-CC.TT,136,2,1,Flat,Rosewood,Rosewood,10:45  (02:45 CET),49.55,35500.0,310.0,,,,,,,,,,,,,,
332,167,African Continental Championships MJ - ITT,2022-03-24,2022-03-24,Time trial,,Time trial,CC,bf,https://www.procyclingstats.com/race/african-continental-championships-mj-itt/2022,https://www.procyclingstats.com/race/african-continental-championships-mj-itt/2022,MJ - Men Juniors,,213,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,43.736,29400.0,,,,,,,,,,,,,,,
333,168,African Continental Championships MJ - Road Race,2022-03-26,2022-03-26,One day race,,One day race,CC,eg,https://www.procyclingstats.com/race/african-cont-championships-mj/2022,https://www.procyclingstats.com/race/african-cont-championships-mj/2022,MJ - Men Juniors,,214,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,38.375,85800.0,,,,,,,,,,,,,,,
334,169,African Continental Championships MJ - TTT,2022-03-23,2022-03-23,Time trial,,Time trial,CC,eg,https://www.procyclingstats.com/race/african-continental-championships-mj-ttt/2022,https://www.procyclingstats.com/race/african-continental-championships-mj-ttt/2022,MJ - Men Juniors,,213,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,47.04,21000.0,,,,,,,,,,,,,,,
335,170,Asian Cycling Championships MJ - ITT,2022-03-26,2022-03-26,Time trial,,Time trial,CC,jp,https://www.procyclingstats.com/race/asian-cycling-championships-mj-itt2/2022,https://www.procyclingstats.com/race/asian-cycling-championships-mj-itt2/2022,MJ - Men Juniors,J-CC.TT,214,,0,,Dushanbe,Dushanbe,12:00  (08:00 CET),46.105,24000.0,,,,,,,,,,,,,,,
336,171,Asian Cycling Championships MJ - Road Race,2022-03-28,2022-03-28,One day race,,One day race,CC,th,https://www.procyclingstats.com/race/asian-cycling-championships-mj2/2022,https://www.procyclingstats.com/race/asian-cycling-championships-mj2/2022,MJ - Men Juniors,J-CC,215,,0,,Dushanbe,Dushanbe,,39.829,111000.0,,,,,,,,,,,,,,,
337,172,Oceania Continental Championships MJ - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-mj-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-mj-itt/2022,MJ - Men Juniors,J-CC.TT,215,2,1,Flat,Rosewood,Rosewood,09:30  (01:30 CET),46.54,24900.0,194.0,,,,,,,,,,,,,,
338,173,Oceania Continental Championships MJ - Road Race,2022-04-10,2022-04-10,One day race,,One day race,CC,au,https://www.procyclingstats.com/race/oceania-cont-championships-mj/2022,https://www.procyclingstats.com/race/oceania-cont-championships-mj/2022,MJ - Men Juniors,J-CC,216,69,0,,Brisbane,Brisbane,06:02  (-01:5 CET),39.639,89100.0,1265.0,,,,,,,,,,,,,,
339,174,African Continental Championships WJ - ITT,2022-03-24,2022-03-24,Time trial,,Time trial,CC,na,https://www.procyclingstats.com/race/african-continental-championships-wj-itt/2022,https://www.procyclingstats.com/race/african-continental-championships-wj-itt/2022,WJ - Women Juniors,,140,,0,,Sharm el-Sheikh,Sharm el-Sheikh,09:00  (08:00 CET),38.571,14400.0,,,,,,,,,,,,,,,
340,175,African Continental Championships WJ - Road Race,2022-03-26,2022-03-26,One day race,,One day race,CC,eg,https://www.procyclingstats.com/race/african-continental-championships-wj/2022,https://www.procyclingstats.com/race/african-continental-championships-wj/2022,WJ - Women Juniors,,141,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,27.666,64200.0,,,,,,,,,,,,,,,
341,176,African Continental Championships WJ - TTT,2022-03-23,2022-03-23,Time trial,,Time trial,CC,eg,https://www.procyclingstats.com/race/african-continental-championships-wj-ttt/2022,https://www.procyclingstats.com/race/african-continental-championships-wj-ttt/2022,WJ - Women Juniors,,140,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,37.43,21000.0,,,,,,,,,,,,,,,
342,177,Asian Cycling Championships WJ - ITT,2022-03-26,2022-03-26,Time trial,,Time trial,CC,bh,https://www.procyclingstats.com/race/asian-cycling-championships-wj-itt2/2022,https://www.procyclingstats.com/race/asian-cycling-championships-wj-itt2/2022,WJ - Women Juniors,,141,,0,,Dushanbe,Dushanbe,10:00  (06:00 CET),44.739,15000.0,,,,,,,,,,,,,,,
343,178,Asian Cycling Championships WJ - Road Race,2022-03-28,2022-03-28,One day race,,One day race,CC,th,https://www.procyclingstats.com/race/asian-cycling-championships-wj/2022,https://www.procyclingstats.com/race/asian-cycling-championships-wj/2022,WJ - Women Juniors,,142,,0,,Dushanbe,Dushanbe,,37.829,61000.0,,,,,,,,,,,,,,,
344,179,Oceania Continental Championships WJ - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-wj-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-wj-itt/2022,WJ - Women Juniors,,140,1,1,Flat,Rosewood,Rosewood,09:00  (01:00 CET),42.414,16400.0,125.0,,,,,,,,,,,,,,
345,180,Oceania Continental Championships WJ - Road Race,2022-04-10,2022-04-10,One day race,,One day race,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-wj/2022,https://www.procyclingstats.com/race/oceania-continental-championships-wj/2022,WJ - Women Juniors,,141,48,0,,Brisbane,Brisbane,06:07  (-01:5 CET),35.3,76100.0,944.0,,,,,,,,,,,,,,
346,181,Asian Cycling Championships WU23 - ITT,2022-03-27,2022-03-27,Time trial,,Time trial,CC,bh,https://www.procyclingstats.com/race/asian-cycling-championships-wu23-itt/2022,https://www.procyclingstats.com/race/asian-cycling-championships-wu23-itt/2022,WU - Women U23,,48,,0,,Dushanbe,Dushanbe,10:11  (07:11 CET),42.188,24000.0,,,,,,,,,,,,,,,
347,182,Oceania Continental Championships WU23 - ITT,2022-04-09,2022-04-09,Time trial,,Time trial,CC,au,https://www.procyclingstats.com/race/oceania-continental-championships-wu23-itt/2022,https://www.procyclingstats.com/race/oceania-continental-championships-wu23-itt/2022,WU - Women U23,,48,2,1,Flat,Rosewood,Rosewood,10:15  (02:15 CET),43.096,24900.0,194.0,,,,,,,,,,,,,,
348,183,African Continental Championships  - Mixed Relay TTT,2022-03-25,2022-03-25,Time trial,,Time trial,CC,eg,https://www.procyclingstats.com/race/african-continental-championships-mixed-relay-ttt/2022,https://www.procyclingstats.com/race/african-continental-championships-mixed-relay-ttt/2022,ME + WE,,3,,0,,Sharm el-Sheikh,Sharm el-Sheikh,,45.24,42600.0,,,,,,,,,,,,,,,
349,184,National Championships Argentina - ITT,2022-04-14,2022-04-14,Time trial,,Time trial,NC,ar,https://www.procyclingstats.com/race/nc-argentina-itt/2022,https://www.procyclingstats.com/race/nc-argentina-itt/2022,ME - Men Elite,Nationals.C3.TT,434,,0,,San Juan,San Juan,,47.803,42000.0,,,,,,,,,,,,,,,
350,185,National Championships Argentina - Road Race,2022-04-17,2022-04-17,One day race,,One day race,NC,ar,https://www.procyclingstats.com/race/nc-argentina/2022,https://www.procyclingstats.com/race/nc-argentina/2022,ME - Men Elite,Nationals.C3,435,,0,,San Juan,San Juan,,,188000.0,,,,,,,,,,,,,,,
351,186,National championships Australia  - ITT,2022-01-12,2022-01-12,Time trial,,Time trial,NC,au,https://www.procyclingstats.com/race/australian-open-road-championships-itt/2022,https://www.procyclingstats.com/race/australian-open-road-championships-itt/2022,ME - Men Elite,Nationals.C3.TT,290,,0,,Ballarat,Ballarat,,49.378,37500.0,,,,,,,,,,,,,,,
352,187,National Championships Australia - Road Race,2022-01-16,2022-01-16,One day race,,One day race,NC,au,https://www.procyclingstats.com/race/nc-australia/2022,https://www.procyclingstats.com/race/nc-australia/2022,ME - Men Elite,Nationals.C3,252,119,0,,Buninyong,Buninyong,,38.128,185600.0,2977.0,,,,,,,,,,,,,,
353,188,National Championships Bahrain - Road Race,2022-03-26,2022-03-26,One day race,,One day race,NC,bh,https://www.procyclingstats.com/race/national-championships-bahrain-road-race/2022,https://www.procyclingstats.com/race/national-championships-bahrain-road-race/2022,ME - Men Elite,Nationals.C3,546,,0,,,,,,,,,,,,,,,,,,,,,
354,189,National Championships Bolivia - ITT,2022-03-25,2022-03-25,Time trial,,Time trial,NC,bo,https://www.procyclingstats.com/race/nc-bolivia-itt/2022,https://www.procyclingstats.com/race/nc-bolivia-itt/2022,ME - Men Elite,Nationals.C3.TT,545,,0,,,,,,,,,,,,,,,,,,,,,
355,190,National Championships Bolivia - Road Race,2022-03-27,2022-03-27,One day race,,One day race,NC,bo,https://www.procyclingstats.com/race/nc-bolivia/2022,https://www.procyclingstats.com/race/nc-bolivia/2022,ME - Men Elite,Nationals.C3,548,,0,,,,,,,,,,,,,,,,,,,,,
356,191,National Championships Chile - ITT,2022-04-01,2022-04-01,Time trial,,Time trial,NC,cl,https://www.procyclingstats.com/race/nc-chile-itt/2022,https://www.procyclingstats.com/race/nc-chile-itt/2022,ME - Men Elite,Nationals.C3.TT,431,,0,,,,,,,,,,,,,,,,,,,,,
357,192,National Championships Colombia - ITT,2022-02-10,2022-02-10,Time trial,,Time trial,NC,co,https://www.procyclingstats.com/race/nc-colombia-itt/2022,https://www.procyclingstats.com/race/nc-colombia-itt/2022,ME - Men Elite,Nationals.C3.TT,244,,0,,Pereira,Pereira,,52.89,38300.0,,,,,,,,,,,,,,,
358,193,National Championships Colombia - Road Race,2022-02-13,2022-02-13,One day race,,One day race,NC,co,https://www.procyclingstats.com/race/nc-colombia/2022,https://www.procyclingstats.com/race/nc-colombia/2022,ME - Men Elite,Nationals.C3,220,,0,,Pereira,Pereira,,42.33,229000.0,,,,,,,,,,,,,,,
359,194,National Championships Ecuador - ITT,2022-02-18,2022-02-18,Time trial,,Time trial,NC,ec,https://www.procyclingstats.com/race/nc-ecuador-itt/2022,https://www.procyclingstats.com/race/nc-ecuador-itt/2022,ME - Men Elite,Nationals.C3.TT,202,,0,,Mitad del Mundo,Mitad del Mundo,,48.41,38200.0,,,,,,,,,,,,,,,
360,195,National Championships Ecuador - Road Race,2022-02-20,2022-02-20,One day race,,One day race,NC,ec,https://www.procyclingstats.com/race/nc-ecuador/2022,https://www.procyclingstats.com/race/nc-ecuador/2022,ME - Men Elite,Nationals.C3,190,,0,,Quito,Quito,,43.78,163200.0,,,,,,,,,,,,,,,
361,196,National Championships Lesotho - Road Race,2022-04-02,2022-04-02,One day race,,One day race,NC,ls,https://www.procyclingstats.com/race/nc-lesotho/2022,https://www.procyclingstats.com/race/nc-lesotho/2022,ME - Men Elite,Nationals.C3,549,,0,,,,,,,,,,,,,,,,,,,,,
362,197,National championships Namibia  - ITT,2022-02-04,2022-02-04,Time trial,,Time trial,NC,na,https://www.procyclingstats.com/race/nc-namibia-itt/2022,https://www.procyclingstats.com/race/nc-namibia-itt/2022,ME - Men Elite,Nationals.C3.TT,414,,0,,Windhoek,Windhoek,,48.523,40800.0,,,,,,,,,,,,,,,
363,198,National Championships Namibia - Road Race,2022-02-06,2022-02-06,One day race,,One day race,NC,na,https://www.procyclingstats.com/race/nc-namibia/2022,https://www.procyclingstats.com/race/nc-namibia/2022,ME - Men Elite,Nationals.C3,414,,0,,Windhoek,Windhoek,,37.64,152000.0,,,,,,,,,,,,,,,
364,199,National championships New Zealand  - ITT,2022-02-11,2022-02-11,Time trial,,Time trial,NC,nz,https://www.procyclingstats.com/race/nc-new-zealand-itt/2022,https://www.procyclingstats.com/race/nc-new-zealand-itt/2022,ME - Men Elite,Nationals.C3.TT,305,,0,,Cambridge,Cambridge,,48.541,42500.0,,,,,,,,,,,,,,,
365,200,National championships New Zealand  - Road Race,2022-02-13,2022-02-13,One day race,,One day race,NC,nz,https://www.procyclingstats.com/race/nc-new-zealand/2022,https://www.procyclingstats.com/race/nc-new-zealand/2022,ME - Men Elite,Nationals.C3,258,,0,,Cambridge,Cambridge,,41.4,90000.0,,,,,,,,,,,,,,,
366,201,National Championships Qatar - ITT,2022-04-12,2022-04-12,Time trial,,Time trial,NC,qa,https://www.procyclingstats.com/race/national-championships-qatar-itt/2022,https://www.procyclingstats.com/race/national-championships-qatar-itt/2022,ME - Men Elite,Nationals.C3.TT,432,,0,,,,,,,,,,,,,,,,,,,,,
367,202,National Championships Qatar - Road Race,2022-03-12,2022-03-12,One day race,,One day race,NC,qa,https://www.procyclingstats.com/race/national-championships-qatar-road-race/2022,https://www.procyclingstats.com/race/national-championships-qatar-road-race/2022,ME - Men Elite,Nationals.C3,422,,0,,Dukhan,Dukhan,,37.99,77000.0,,,,,,,,,,,,,,,
368,203,National Championships South Africa  - ITT,2022-02-11,2022-02-11,Time trial,,Time trial,NC,za,https://www.procyclingstats.com/race/nc-south-africa-itt/2022,https://www.procyclingstats.com/race/nc-south-africa-itt/2022,ME - Men Elite,Nationals.C3.TT,342,,0,,Graskop,Graskop,,41.22,30000.0,,,,,,,,,,,,,,,
369,204,National Championships South Africa  - Road Race,2022-02-13,2022-02-13,One day race,,One day race,NC,za,https://www.procyclingstats.com/race/nc-south-africa/2022,https://www.procyclingstats.com/race/nc-south-africa/2022,ME - Men Elite,Nationals.C3,342,,0,,Graskop,Graskop,,37.3,169000.0,,,,,,,,,,,,,,,
370,205,National Championships United Arab Emirates - ITT,2022-03-04,2022-03-04,Time trial,,Time trial,NC,ae,https://www.procyclingstats.com/race/nc-united-arab-emirates-itt/2022,https://www.procyclingstats.com/race/nc-united-arab-emirates-itt/2022,ME - Men Elite,Nationals.C3.TT,417,,0,,Nazwa,Nazwa,,45.71,33000.0,,,,,,,,,,,,,,,
371,206,National Championships United Arab Emirates - Road Race,2022-03-12,2022-03-12,One day race,,One day race,NC,ae,https://www.procyclingstats.com/race/nc-united-arab-emirates/2022,https://www.procyclingstats.com/race/nc-united-arab-emirates/2022,ME - Men Elite,Nationals.C3,422,,0,,,,,,,,,,,,,,,,,,,,,
372,207,National Championships Uruguay  - Road Race,2022-02-20,2022-02-20,One day race,,One day race,NC,uy,https://www.procyclingstats.com/race/nc-uruguay/2022,https://www.procyclingstats.com/race/nc-uruguay/2022,ME - Men Elite,Nationals.C3,539,,0,,,,,42.02,145600.0,,,,,,,,,,,,,,,
373,208,National Championships Uruguay - ITT,2022-03-12,2022-03-12,One day race,,One day race,NC,uy,https://www.procyclingstats.com/race/nc-uruguay-itt/2022,https://www.procyclingstats.com/race/nc-uruguay-itt/2022,ME - Men Elite,Nationals.C3.TT,540,,0,,Maldonado,Maldonado,,44.73,25000.0,,,,,,,,,,,,,,,
374,209,National Championships Argentina WE - ITT,2022-04-14,2022-04-14,Time trial,,Time trial,NC,ar,https://www.procyclingstats.com/race/nc-argentina-we-itt/2022,https://www.procyclingstats.com/race/nc-argentina-we-itt/2022,WE - Women Elite,,296,,0,,San Juan,San Juan,,41.283,16800.0,,,,,,,,,,,,,,,
375,210,National Championships Argentina WE - Road Race,2022-04-16,2022-04-16,One day race,,One day race,NC,ar,https://www.procyclingstats.com/race/nc-argentina-we/2022,https://www.procyclingstats.com/race/nc-argentina-we/2022,WE - Women Elite,F-NC,297,,0,,San Juan,San Juan,,36.372,84000.0,,,,,,,,,,,,,,,
