stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain,race_oldest_pcs_link
6127,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-30,WE - Women Elite - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-we/2019/result,WE - Women Elite,F-NC,190,,0,,Hong Kong,Hong Kong,,35.689,78100.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6128,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-29,WE - Women Elite - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-we-itt2/2019/result,WE - Women Elite,F-NC.TT,191,,0,,Hong Kong,Hong Kong,,37.82,15000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6129,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-30,MU - Men U23 - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/national-championships-hong-kong-u23-road-race/2019/result,MU - Men U23,,118,,0,,Hong Kong,Hong Kong,,39.879,120700.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6130,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-29,MU - Men U23 - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/national-championships-hong-kong-wu23-itt/2019/result,MU - Men U23,,115,,0,,Hong Kong,Hong Kong,,41.538,15000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6131,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-30,MJ - Men Juniors - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-mj/2019/result,MJ - Men Juniors,J-NC2,220,,0,,Hong Kong,Hong Kong,,35.639,78100.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6132,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-29,MJ - Men Juniors - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-mj-itt/2019/result,MJ - Men Juniors,J-NC2.TT,212,,0,,Hong Kong,Hong Kong,,38.654,15000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6133,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-30,WJ - Women Juniors - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-wj/2019/result,WJ - Women Juniors,,142,,0,,Hong Kong,Hong Kong,,32.478,56800.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6134,2951,National Championships Hong Kong - ITT,2019-06-29,2019-06-29,WJ - Women Juniors - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hong-kong-itt/2019,https://www.procyclingstats.com/race/nc-hong-kong-wj-itt/2019/result,WJ - Women Juniors,,135,,0,,Hong Kong,Hong Kong,,35.976,15000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hong-kong-itt/2013
6135,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-29,ME - Men Elite - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hong-kong/2014/result,ME - Men Elite,Nationals.C3,451,,0,,Tin Shui Wai,Tin Shui Wai,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6136,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-28,ME - Men Elite - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-itt/2014/result,ME - Men Elite,Nationals.C3.TT,448,,0,,Tin Shui Wai,Tin Shui Wai,,53.73,8000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6137,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-29,WE - Women Elite - Road race,-,One day race,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-we/2014/result,WE - Women Elite,,210,,0,,Wu Kau Tang,Wu Kau Tang,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6138,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-28,WE - Women Elite - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-we-itt/2014/result,WE - Women Elite,,200,,0,,Tin Shui Wai,Tin Shui Wai,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6139,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-28,MU - Men U23 - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-u23-itt/2014/result,MU - Men U23,,97,,0,,Tin Shui Wai,Tin Shui Wai,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6140,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-28,MJ - Men Juniors - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-mj-itt/2014/result,MJ - Men Juniors,,151,,0,,Tin Shui Wai,Tin Shui Wai,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6141,2952,National Championships Hongkong - ITT,2014-06-28,2014-06-28,WJ - Women Juniors - TT,-,Individual Time Trial,NC,hk,https://www.procyclingstats.com/race/nc-hongkong-itt/2014,https://www.procyclingstats.com/race/nc-hongkong-wj-itt/2014/result,WJ - Women Juniors,,62,,0,,Tin Shui Wai,Tin Shui Wai,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hongkong-itt/2014
6142,2953,National Championships Hungary - ITT,2021-06-17,2021-06-20,ME - Men Elite - Road race,-,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary/2021/result,ME - Men Elite,Nationals.C3,200,,0,,Ibrany,Ibrany,,44.517,192400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6143,2953,National Championships Hungary - ITT,2021-06-17,2021-06-17,ME - Men Elite - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-itt/2021/result,ME - Men Elite,Nationals.C3.TT,209,,0,,Bocskaikert,Bocskaikert,,49.173,38000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6144,2953,National Championships Hungary - ITT,2021-06-17,2021-06-20,WE - Women Elite - Road race,-,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-we/2021/result,WE - Women Elite,F-NC,119,,0,,Ibrany,Ibrany,,36.59,103600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6145,2953,National Championships Hungary - ITT,2021-06-17,2021-06-17,WE - Women Elite - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-we-itt/2021/result,WE - Women Elite,F-NC.TT,116,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6146,2953,National Championships Hungary - ITT,2021-06-17,2021-06-17,MU - Men U23 - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-u23-itt/2021/result,MU - Men U23,,97,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6147,2953,National Championships Hungary - ITT,2021-06-17,2021-06-26,MJ - Men Juniors - Road race,-,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-mj/2021/result,MJ - Men Juniors,J-NC2,183,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6148,2953,National Championships Hungary - ITT,2021-06-17,2021-06-17,MJ - Men Juniors - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-mj-itt/2021/result,MJ - Men Juniors,J-NC2.TT,161,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6149,2953,National Championships Hungary - ITT,2021-06-17,2021-06-26,WJ - Women Juniors - Road race,-,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/national-championships-hungary-wj-road-race/2021/result,WJ - Women Juniors,,118,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6150,2953,National Championships Hungary - ITT,2021-06-17,2021-06-17,WJ - Women Juniors - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-itt/2021,https://www.procyclingstats.com/race/nc-hungary-wj-itt/2021/result,WJ - Women Juniors,,100,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-itt/1997
6151,2954,National Championships Hungary WE - ITT,2010-06-24,2010-06-27,ME - Men Elite - Road race,-,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010,https://www.procyclingstats.com/race/nc-hungary/2010/result,ME - Men Elite,Nationals.C3,427,,0,,Tiszagyenda,Tiszagyenda,,,169200.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010
6152,2954,National Championships Hungary WE - ITT,2010-06-24,2010-06-24,ME - Men Elite - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010,https://www.procyclingstats.com/race/nc-hungary-itt/2010/result,ME - Men Elite,Nationals.C3.TT,456,,0,,Felsozsolca,Felsozsolca,,44.1,22000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010
6153,2954,National Championships Hungary WE - ITT,2010-06-24,2010-06-24,WE - Women Elite - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010/result,WE - Women Elite,,151,,0,,Bukkaranyos,Bukkaranyos,,40.95,15400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010
6154,2954,National Championships Hungary WE - ITT,2010-06-24,2010-06-24,MU - Men U23 - TT,-,Individual Time Trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010,https://www.procyclingstats.com/race/nc-hungary-u23-itt/2010/result,MU - Men U23,,60,,0,,Felsozsolca,Felsozsolca,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010
6155,2955,National Championships India - ITT,2017-10-28,2017-10-28,ME - Men Elite - TT,-,Individual Time Trial,NC,in,https://www.procyclingstats.com/race/nc-india-itt/2017,https://www.procyclingstats.com/race/nc-india-itt/2017/result,ME - Men Elite,Nationals.C3.TT,601,,0,,,,,47.35,40000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-india-itt/2012
6156,2955,National Championships India - ITT,2017-10-28,2017-10-30,ME - Men Elite - TT,-,Individual Time Trial,NC,in,https://www.procyclingstats.com/race/nc-india-itt/2017,https://www.procyclingstats.com/race/nc-india/2017/result,ME - Men Elite,Nationals.C3,600,,0,,,,,38.77,140000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-india-itt/2012
6157,2956,National Championships Iran WE - ITT,2021-07-02,2021-06-27,ME - Men Elite - Road race,-,One day race,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran/2021/result,ME - Men Elite,Nationals.C3,477,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6158,2956,National Championships Iran WE - ITT,2021-07-02,2021-06-28,ME - Men Elite - TT,-,Individual Time Trial,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-itt/2021/result,ME - Men Elite,Nationals.C3.TT,478,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6159,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-01,WE - Women Elite - Road race,-,One day race,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-we2/2021/result,WE - Women Elite,F-NC,263,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6160,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-02,WE - Women Elite - TT,-,Individual Time Trial,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-itt-we/2021/result,WE - Women Elite,F-NC.TT,265,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6161,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-05,MJ - Men Juniors - Road race,-,One day race,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-mj/2021/result,MJ - Men Juniors,J-NC2,187,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6162,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-06,MJ - Men Juniors - TT,-,Individual Time Trial,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-mj-itt/2021/result,MJ - Men Juniors,J-NC2.TT,188,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6163,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-01,WJ - Women Juniors - Road race,-,One day race,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-wj/2021/result,WJ - Women Juniors,,121,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6164,2956,National Championships Iran WE - ITT,2021-07-02,2021-07-02,WJ - Women Juniors - TT,-,Individual Time Trial,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-wj-itt/2021/result,WJ - Women Juniors,,123,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
6165,2957,National Championships Israel WE - ITT,2011-06-23,2011-06-25,ME - Men Elite - Road race,-,One day race,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2011,https://www.procyclingstats.com/race/nc-israel/2011/result,ME - Men Elite,Nationals.C3,528,,0,,Ramot Naftali,Ramot Naftali,,,133000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6166,2957,National Championships Israel WE - ITT,2011-06-23,2011-06-23,ME - Men Elite - TT,-,Individual Time Trial,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2011,https://www.procyclingstats.com/race/nc-israel-itt/2011/result,ME - Men Elite,Nationals.C3.TT,519,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6167,2957,National Championships Israel WE - ITT,2011-06-23,2011-06-23,WE - Women Elite - TT,-,Individual Time Trial,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2011,https://www.procyclingstats.com/race/nc-israel-itt-we/2011/result,WE - Women Elite,,158,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6168,2958,National Championships Israel WE - ITT,2012-06-19,2012-06-23,ME - Men Elite - Road race,-,One day race,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2012,https://www.procyclingstats.com/race/nc-israel/2012/result,ME - Men Elite,Nationals.C3,536,,0,,Haifa,Haifa,,37.75,168000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6169,2958,National Championships Israel WE - ITT,2012-06-19,2012-06-19,ME - Men Elite - TT,-,Individual Time Trial,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2012,https://www.procyclingstats.com/race/nc-israel-itt/2012/result,ME - Men Elite,Nationals.C3.TT,532,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6170,2958,National Championships Israel WE - ITT,2012-06-19,2012-06-23,WE - Women Elite - Road race,-,One day race,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2012,https://www.procyclingstats.com/race/nc-israel-we/2012/result,WE - Women Elite,F-NC,194,,0,,Haifa,Haifa,,44.23,121500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6171,2958,National Championships Israel WE - ITT,2012-06-19,2012-06-19,WE - Women Elite - TT,-,Individual Time Trial,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2012,https://www.procyclingstats.com/race/nc-israel-itt-we/2012/result,WE - Women Elite,F-NC.TT,180,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
6172,2959,National Championships Italy - ITT,2021-06-18,2021-06-20,ME - Men Elite - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy/2021/result,ME - Men Elite,Nationals.C3,52,,0,,,,,41.148,225900.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6173,2959,National Championships Italy - ITT,2021-06-18,2021-06-18,ME - Men Elite - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-itt/2021/result,ME - Men Elite,Nationals.C3.TT,139,,0,,,,,46.74,45700.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6174,2959,National Championships Italy - ITT,2021-06-18,2021-06-20,WE - Women Elite - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-we/2021/result,WE - Women Elite,F-NC,40,,0,,Monopoli,Castellana Grotte,,36.43,143300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6175,2959,National Championships Italy - ITT,2021-06-18,2021-06-18,WE - Women Elite - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-we-itt/2021/result,WE - Women Elite,F-NC.TT,50,,0,,Faenza,Faenza,,42.26,33300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6176,2959,National Championships Italy - ITT,2021-06-18,2021-06-19,MU - Men U23 - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-u23/2021/result,MU - Men U23,,26,,0,,Bacchereto,Bacchereto,,41.39,175000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6177,2959,National Championships Italy - ITT,2021-06-18,2021-06-26,MU - Men U23 - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-u23-itt/2021/result,MU - Men U23,,109,,0,,Romanengo,Romanengo,,51.7,19000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6178,2959,National Championships Italy - ITT,2021-06-18,2021-07-03,MJ - Men Juniors - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-mj/2021/result,MJ - Men Juniors,J-NC2,185,,0,,Darfo Boario Terme,Darfo Boario Terme,,39.88,128600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6179,2959,National Championships Italy - ITT,2021-06-18,2021-07-04,WJ - Women Juniors - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-wj/2021/result,WJ - Women Juniors,,124,,0,,Darfo Boario Terme,Darfo Boario Terme,,36.67,80000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6180,2959,National Championships Italy - ITT,2021-06-18,2021-06-18,WJ - Women Juniors - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-itt/2021,https://www.procyclingstats.com/race/nc-italy-wj-itt/2021/result,WJ - Women Juniors,,102,,0,,Faenza,Faenza,,41.74,15700.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-itt/1995
6181,2960,National Championships Italy MJ - ITT,2020-09-11,2020-08-23,ME - Men Elite - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy/2020/result,ME - Men Elite,Nationals.C3,40,,0,,Bassano del Grappa,Cittadella,,43.68,253800.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6182,2960,National Championships Italy MJ - ITT,2020-09-11,2020-08-21,ME - Men Elite - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-itt/2020/result,ME - Men Elite,Nationals.C3.TT,134,,0,,Bassano del Grappa,Cittadella,,51.73,38800.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6183,2960,National Championships Italy MJ - ITT,2020-09-11,2020-10-31,WE - Women Elite - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-we/2020/result,WE - Women Elite,F-NC,30,,0,,Breganze,Breganze,,37.56,118500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6184,2960,National Championships Italy MJ - ITT,2020-09-11,2020-08-21,WE - Women Elite - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-we-itt/2020/result,WE - Women Elite,F-NC.TT,33,,0,,Bassano del Grappa,Cittadella,,46.95,35200.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6185,2960,National Championships Italy MJ - ITT,2020-09-11,2020-09-13,MU - Men U23 - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-u23/2020/result,MU - Men U23,,2,,0,,Casalecchio di Reno,Zola Predosa,,43.37,160600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6186,2960,National Championships Italy MJ - ITT,2020-09-11,2020-08-01,MU - Men U23 - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-u23-itt/2020/result,MU - Men U23,,1,,0,,Citta di Castello,Citta di Castello,,52.48,25600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6187,2960,National Championships Italy MJ - ITT,2020-09-11,2020-09-05,MJ - Men Juniors - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-mj/2020/result,MJ - Men Juniors,,125,,0,,Montegrotto,Montegrotto,,39.97,143500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6188,2960,National Championships Italy MJ - ITT,2020-09-11,2020-09-11,MJ - Men Juniors - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020/result,MJ - Men Juniors,J-NC2.TT,127,,0,,Orsago,Orsago,14:30  (16:30 CET),49.2,21100.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6189,2960,National Championships Italy MJ - ITT,2020-09-11,2020-10-03,WJ - Women Juniors - Road race,-,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-wj/2020/result,WJ - Women Juniors,,71,,0,,Sarcedo,Sarcedo,,39.41,84400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6190,2960,National Championships Italy MJ - ITT,2020-09-11,2020-09-11,WJ - Women Juniors - TT,-,Individual Time Trial,NC,it,https://www.procyclingstats.com/race/nc-italy-mj-itt/2020,https://www.procyclingstats.com/race/nc-italy-wj-itt/2020/result,WJ - Women Juniors,,63,,0,,Orsago,Orsago,09:30  (11:30 CET),43.46,21100.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-mj-itt/1994
6191,2961,National Championships Jamaica - ITT,2014-06-28,2014-06-29,ME - Men Elite - Road race,-,One day race,NC,jm,https://www.procyclingstats.com/race/nc-jamaica-itt/2014,https://www.procyclingstats.com/race/nc-jamaica/2014/result,ME - Men Elite,Nationals.C3,571,,0,,Ocho Rios,Ocho Rios,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-jamaica-itt/2014
6192,2961,National Championships Jamaica - ITT,2014-06-28,2014-06-28,ME - Men Elite - TT,-,Individual Time Trial,NC,jm,https://www.procyclingstats.com/race/nc-jamaica-itt/2014,https://www.procyclingstats.com/race/nc-jamaica-itt/2014/result,ME - Men Elite,,563,,0,,Ocho Rios,Ocho Rios,,36.46,40000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-jamaica-itt/2014
6193,2962,National Championships Japan - ITT,2021-10-22,2021-10-24,ME - Men Elite - Road race,-,One day race,NC,jp,https://www.procyclingstats.com/race/nc-japan-itt/2021,https://www.procyclingstats.com/race/nc-japan/2021/result,ME - Men Elite,Nationals.C3,359,,0,,Hiroshima,Hiroshima,,38.54,184500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-japan-itt/1997
